日期,收盤,漲跌,開盤,最高,最低,中國信託-三重,中國信託-嘉義,中國信託-松江,亞東-台中,元大-仁愛,元大-內湖,元大-八德,元大-北三重,元大-北成功,元大-北投,元大-南永康,元大-台南,元大-員林,元大-嘉義,元大-土城,元大-土城永寧,元大-士林,元大-大松山,元大-大甲,元大-大里德芳,元大-小港,元大-彰化民生,元大-敦化,元大-新興,元大-木柵,元大-東港,元大-東門,元大-板橋,元大-板橋三民,元大-民生,元大-永和,元大-潮州,元大-竹科,元大-草屯,元大-藝文,元大-西螺,元大-開元,元大-館前,元大-龍潭,元大,元富-三重,元富-世貿,元富-中港,元富-信義,元富-嘉義,元富-新竹,元富-虎尾,兆豐-三民,兆豐-台中港,兆豐-嘉義,兆豐-小港,兆豐-板橋,兆豐-桃鶯,兆豐-西螺,兆豐-高雄,兆豐-麻豆,光和-溪湖,光和-花壇,光和,全泰,凱基-三峽,凱基-三民,凱基-內埔,凱基-內湖,凱基-台南,凱基-土城,凱基-埔墘,凱基-基隆,凱基-大業,凱基-大里,凱基-宜蘭,凱基-斗六,凱基-新店,凱基-新豐,凱基-科園,凱基-竹東,凱基-興隆,北城,台新,台灣企銀-台中,台灣企銀-太平,台灣企銀-屏東,台灣企銀-岡山,台灣企銀-民雄,台灣摩根士丹利,合庫-台南,合庫-基隆,合庫-彰化,合庫-東桃園,合庫-竹塹,國泰-台南,國票-九鼎,國票-南港,國票-嘉義,國票,土銀-台中,土銀-彰化,大展,大慶-中和,大慶-蘆洲,大慶,大昌-新店,大昌-新竹,安泰-大發,安泰-楠梓,安泰
20210310,0,0,0,0,0,11,54,10,4,-30,-16,10,15,23,44,20,20,-8,-25,-9,22,19,-102,25,-8,19,23,31,26,14,-13,-72,10,-218,100,13,19,17,21,-57,34,122,36,16,-261,51,30,9,11,9,-26,-171,10,12,-14,45,7,20,-440,32,-6,11,10,-69,-176,14,17,3,-10,-30,11,13,27,53,8,-58,8,5,-67,-16,-3,17,-43,-86,9,-5,10,-3,11,-1970,-48,19,-205,-18,90,30,21,6,5,-100,6,-7,14,3,23,14,44,14,18,3,27
