日期,收盤,漲跌,開盤,最高,最低,中國信託-松江,元大-三重,元大-仁愛,元大-北投,元大-北桃園,元大-北港,元大-台中,元大-台北,元大-土城學府,元大-屏東民生,元大-崇德,元大-斗六,元大-新盛,元大-新興,元大-旗山,元大-東港,元大-林園,元大-楊梅,元大-民生,元大-沙鹿,元大-艋舺,元大-花蓮,元大-苗栗,元大-豐原,元大-路竹,元富-四維,元富-城中,元富-安南,元富-屏東,元富-板橋,元富-緯城,元富-虎尾,兆豐-公益,兆豐-台中,兆豐-員林,兆豐-西螺,兆豐,全泰,凱基-三民,凱基-中壢,凱基-內埔,凱基-台北,凱基-台南,凱基-和平,凱基-嘉南,凱基-天母,凱基-東門,凱基-竹東,凱基-高雄,台新-高雄,台灣企銀-九如,台灣企銀-屏東,合庫-台中,合庫-東桃園,合庫-竹塹,國泰-忠孝,國票-中和,國票-中港,國票-台南,國票-新莊,土銀-花蓮,大慶-中壢,安泰-楠梓,安泰
20210310,0,0,0,0,0,-5,3,15,10,-45,-10,-14,19,-15,-10,11,-35,40,23,-10,-15,11,10,-14,-22,-16,-52,-5,11,-8,-5,-24,-9,-5,24,-52,-10,21,-33,-33,-8,-70,1,26,27,5,405,-107,-10,10,10,-23,9,-13,-44,-2,-10,-100,-10,-2,-10,-10,9,29,-11,10,-31,3,-15
