代號,證券商名稱,地址,subBroderId,MainBroder,valid
913Y,群益金鼎,臺北市館前路49號5樓,館前,N,N
913e,群益金鼎,臺北市中正區漢口街1段85號2樓,城中,N,N
913g,群益金鼎,新北市三重區正義南路91、93、95、97、99號1樓,南三重,N,N
9183,群益金鼎,高雄市河東路165號1、2樓,高雄,N,N
9184,群益金鼎,台中市忠明南路40號1、2樓、42號地下1樓,台中,N,N
9185,群益金鼎,台南市中西區民生路2段76號3樓(部份)及3樓之1,台南,N,N
9186,群益金鼎,新竹市北大路307號5樓及6樓之3及6樓之2部分,新竹,N,N
9187,群益金鼎,彰化縣彰化市民生路279號6樓,彰化,N,N
9188,群益金鼎,高雄市陽明路169號1樓,三民,N,N
9189,群益金鼎,桃園縣桃園市中正路133號7樓,桃園,N,N
918A,群益金鼎,桃園縣中壢市中山路88號3樓,中壢,N,N
918B,群益金鼎,新北市板橋區三民路1段216號3樓,板橋,N,N
918C,群益金鼎,台北市和平西路1段3號2樓、2樓之1,古亭,N,N
918D,群益金鼎,台南市北門路1段97號3、4樓及10樓之6,東門,N,N
918E,群益金鼎,臺北市南京東路2段71號9樓,南京,N,N
918F,群益金鼎,新北市新店區北新路2段252號2樓之4(略),新店,N,N
918G,群益金鼎,新北市新莊區中華路2段160號1、2樓,新莊,N,N
918H,群益金鼎,台北市林森北路372號2樓,中山,N,N
918J,群益金鼎,新北市永和區福和路353號2樓,永和,N,N
918K,群益金鼎,臺北市內湖區成功路5段460號8樓,東湖,N,N
918L,群益金鼎,台中市東區建成路735號2樓及3樓,建成,N,N
918M,群益金鼎,嘉義市垂楊路87號1樓、89號2樓之2及3樓之1,嘉義,N,N
918P,群益金鼎,台北市中山北路7段18號3樓之1、之2,天母,N,N
918R,群益金鼎,台北市明水路602號4樓,大直,N,N
918W,群益金鼎,台北市忠孝東路4段87號15樓,忠孝,N,N
918X,群益金鼎,台北市重慶北路1段30號4樓,台北,N,N
918c,群益金鼎,高雄市鳳山區中山西路203號2、3樓,鳳山,N,N
918d,群益金鼎,台北市內湖區成功路4段50號6樓,內湖,N,N
918e,群益金鼎,台北市忠孝東路4段87號7樓,大安,N,N
918g,群益金鼎,台中市大甲區蔣公路295號2樓,大甲,N,N
918i,群益金鼎,苗栗縣竹南鎮民族街87號5樓及6樓,竹南,N,N
918k,群益金鼎,台中市西屯區府會園道179號5樓,西屯,N,N
918s,群益金鼎,新北市新莊區富國路16號1樓、2樓及22巷6號1樓,丹鳳,N,N
918u,群益金鼎,高雄市苓雅區三多一路174號2樓,瑞豐,N,N
918x,群益金鼎,台北市延平北路2段96號3樓,延平,N,N
918z,群益金鼎,宜蘭縣宜蘭市中山路3段45號、47號2樓、3樓,宜蘭,N,N
9199,群益金鼎證券,台北市松仁路101號4樓,群益金鼎證券,Y,N
9200,凱基,台北市明水路698號3樓,凱基,Y,N
9202,凱基,台中市中正路478號8樓,中港,N,N
9204,凱基,台中市民族路50號5樓,台中,N,N
9205,凱基,新北市三重區正義北路206號、208號3、4樓,三重,N,N
9206,凱基,高雄市中正二路74號4樓(略),高雄,N,N
9207,凱基,新北市永和區中正路588號5樓,永和,N,N
9208,凱基,桃園縣桃園市成功路1段32號14樓,桃園成功,N,N
9209,凱基,高雄市岡山區公園東路47號,岡山,N,N
920A,凱基,新北市板橋區四川路1段107號2樓,板橋,N,N
920C,凱基,新北市中和區中和路232號3樓,雙和,N,N
920D,凱基,台北市忠孝東路4段563號7樓、7樓之1、565號7樓,市府,N,N
920E,凱基,台南市東區東門路2段160號2樓,東門,N,N
920F,凱基,台北市許昌街17號3樓及3樓之1,站前,N,N
920G,凱基,彰化市中山路2段353號1、2樓,卦山,N,N
920H,凱基,基隆市仁一路259號3樓、4樓,基隆,N,N
920M,凱基,宜蘭市光復路48號2、3樓,宜蘭,N,N
920N,凱基,新竹縣湖口鄉達生路15號2樓,湖口,N,N
920V,凱基,新北市新店區北新路3段106號1、2樓及106之1號,新店,N,N
920W,凱基,台中市大里區中興路2段127號2、4樓,大里,N,N
920Z,凱基,台東縣台東市中山路248號1、2、3樓,台東,N,N
9211,凱基,台南市林森路1段395號3樓,台南,N,N
9212,凱基,屏東縣東港鎮中山路2號1-3樓,東港,N,N
9215,凱基,高雄市九如二路366號3樓,三民,N,N
9216,凱基,台北市復興北路167號14樓之1、之2、之3,信義,N,N
9217,凱基,台北市八德路4段678號2樓之1及3樓,松山,N,N
9218,凱基,"台北市明水路591號,591之1號(略)",大直,N,N
9219,凱基,高雄市前鎮區一心二路21號3樓(略),一心,N,N
921A,凱基,台中市北區中清路1段100號6樓,大雅,N,N
921C,凱基,台北市復興北路420號4樓,民權,N,N
921E,凱基,新北市三峽區文化路59號3樓之1,三峽,N,N
921F,凱基,台北市中山北路7段18號4樓之3,天母,N,N
921G,凱基,新北市五股區中興路4段40號1樓、2樓,五股,N,N
921H,凱基,台北市南京東路3段101號3樓,南京,N,N
921J,凱基,新北市土城區金城路3段182號,土城,N,N
921M,凱基,桃園縣八德市介壽路2段137號3樓,八德,N,N
921S,凱基,新北市新莊區中華路2段5號3樓,幸福,N,N
921Y,凱基,台中市東勢區豐勢路297號4樓,東勢,N,N
9221,凱基,新竹市三民路9號2樓之1,新竹,N,N
9223,凱基,台中市豐原區豐中路13號7樓,豐中,N,N
9224,凱基,新北市新莊區四維路21號5樓,新莊,N,N
9225,凱基,屏東縣內埔鄉平昌街5號1樓,內埔,N,N
9226,凱基,新北市汐止區新興路3號7樓,汐止,N,N
9227,凱基,台北市博愛路35號2樓、4樓、6樓,城中,N,N
9229,凱基,台北市中山區中山北路2段68號7樓、8樓,中山,N,N
922C,凱基,屏東縣屏東市自由路188號3樓,屏東,N,N
922H,凱基,台北市松山區復興北路167號4樓,復興,N,N
9231,凱基,彰化縣員林鎮中山路2段100號6樓,員林,N,N
9232,凱基,台北市中山區南京東路1段52號3樓,建成,N,N
9233,凱基,桃園縣龜山鄉復興一路227號地下1樓,長庚,N,N
9234,凱基,新竹縣竹北市仁義路193號2、3樓,竹北,N,N
9235,凱基,台南市永華路1段32號3樓,永華,N,N
9236,凱基,雲林縣虎尾鎮德興路16號6樓,虎尾,N,N
9237,凱基,台北市松山區敦化北路88號8樓之2,敦北,N,N
9238,凱基,台北市士林區文林路342號5樓,士林,N,N
9239,凱基,台中市南屯區大業路179號1樓、2樓,大業,N,N
9243,凱基,高雄市七賢一路249號3、5樓,七賢,N,N
9252,凱基,嘉義市垂楊路620號4樓,嘉南,N,N
9254,凱基,新竹市光復路1段273號1樓,科園,N,N
9255,凱基,台北市羅斯福路2段102號3樓、3樓之1,和平,N,N
9256,凱基,桃園縣蘆竹鄉中正路308號1樓、2樓,南崁,N,N
9257,凱基,台北縣林口鄉文化二路1段569號,林口,N,N
9258,凱基,宜蘭縣羅東鎮中正北路48號1樓,羅東,N,N
9259,凱基,高雄市三民區澄清路466之5號,北高雄,N,N
9265,凱基,桃園縣平鎮市環南路2段11號4樓,平鎮,N,N
9266,凱基,新竹縣新豐鄉建興路1段106號,新豐,N,N
9268,凱基,台北市南京東路2段137號4樓及10樓,台北,N,N
9269,凱基,台北市忠孝東路5段550號地下2樓,永春,N,N
9272,凱基,新竹市中正路158號3樓,竹科,N,N
9273,凱基,新竹縣竹東鎮朝陽路9號2樓,竹東,N,N
9274,凱基,高雄市鳳山區維新路128號1、2樓,鳳山,N,N
9275,凱基,高雄市苓雅區中華四路47號3樓,三多,N,N
9276,凱基,苗栗市中正路458號2樓,苗栗,N,N
9278,凱基,台南市永康區中山南路1042號1、2樓,永康,N,N
9281,凱基,雲林縣斗六市永安路46號3樓,斗六,N,N
9283,凱基,台南市北門路1段101號4樓,北門,N,N
9285,凱基,桃園縣中壢市環北路421號、423號1、2樓,中壢,N,N
9287,凱基,台北市成功路4段358號地下之1,內湖,N,N
9288,凱基,新北市板橋區三民路1段216號5樓,埔墘,N,N
9289,凱基,台北市興隆路3段71號地下1樓,興隆,N,N
9291,凱基,台北市安和路2段82號2樓,大安,N,N
9294,凱基,台中市華美西街2段311號1樓,西屯,N,N
9296,凱基,苗栗縣頭份鎮中華路916號4樓,頭份,N,N
9297,凱基,台中市北屯區文心路4段875號2樓,文心,N,N
9298,凱基,台北市延平北路2段96號5樓,延平,N,N
9299,凱基,台北市明水路698號3樓,國際證券,N,N
9300,華南永昌,台北市民生東路4段54號4樓之8(略),華南永昌,Y,N
9302,華南永昌,台中市西屯區府會園道179號6樓之1(略),台中,N,N
9303,華南永昌,高雄市五福三路80、82號3樓,高雄,N,N
9304,華南永昌,基隆市愛三路128號2、3、4、7樓,基隆,N,N
9305,華南永昌,新北市新莊區中港路306號4樓及308號4樓,新莊,N,N
9306,華南永昌,台南市府前路2段612號1、2樓,台南,N,N
9307,華南永昌,台北市復興南路1段368號4樓,大安,N,N
9308,華南永昌,台南縣麻豆鎮中山路36號4、5樓,麻豆,N,N
9309,華南永昌,台北市羅斯福路2段91號2樓(部份),古亭,N,N
9311,華南永昌,宜蘭縣蘇澳鎮蘇東中路15號1、2樓,蘇澳,N,N
9312,華南永昌,高雄市民權二路385號地下1樓及6樓,民權,N,N
9313,華南永昌,台中縣大里市東榮路37號2樓,大里,N,N
9314,華南永昌,嘉義市文化路169號3樓,嘉義,N,N
9315,華南永昌,苗栗縣苑裡鎮世界路1段70號,苑裡,N,N
9316,華南永昌,台北縣淡水鎮中正路28號4、5樓,淡水,N,N
9317,華南永昌,台北縣林口鄉林口路46號3樓,林口,N,N
9318,華南永昌,台北市大同區重慶北路3段276號3樓,大同,N,N
9319,華南永昌,台北縣鶯歌鎮國慶街101號3、4樓,鶯歌,N,N
9321,華南永昌,台南縣佳里鎮延平路351號3樓,佳里,N,N
9322,華南永昌,基隆市仁愛區愛三路87號11樓,公誠,N,N
9323,華南永昌,高雄市小港區漢民路339號2樓,小港,N,N
9324,華南永昌,高雄縣岡山鎮民族路88號1樓、地下室一樓,岡山,N,N
9325,華南永昌,台北市忠孝東路2段130號3樓之1,忠孝,N,N
9326,華南永昌,台北市南京東路3段225號9樓、9樓之1,南京,N,N
9327,華南永昌,雲林縣斗六市太平路7號4樓,斗六,N,N
9328,華南永昌,屏東縣潮州鎮新生路71號4樓,潮州,N,N
9329,華南永昌,嘉義縣朴子市文化北路2號2樓,朴子,N,N
9331,華南永昌,高雄市鳳山區中山路138號4樓,鳳山,N,N
9332,華南永昌,高雄市楠梓區朝明路7號,楠梓,N,N
9333,華南永昌,宜蘭縣羅東鎮公正路155號2、3樓,長虹,N,N
9334,華南永昌,臺北市基隆路2段91號2樓,世貿,N,N
9335,華南永昌,高雄市五福4路178號4、5樓之2,鹽埕,N,N
9336,華南永昌,台北市士林區中正路122號地下1樓,士林,N,N
9337,華南永昌,桃園縣中壢市環中東路262號2樓,內壢,N,N
9339,華南永昌,新竹縣竹北市勝利一路89號,竹北,N,N
9342,華南永昌,新北市永和區永和路二段147號地下一樓,永和,N,N
9343,華南永昌,苗栗縣頭份鎮中華路1167號2樓,頭份,N,N
9347,華南永昌,台北市忠孝東路4段107號8樓之2,敦南,N,N
9348,華南永昌,台中市五權西路二段131號1樓,五權,N,N
9349,華南永昌,台北縣板橋市中山路1段10號4樓,合泰,N,N
9352,華南永昌,桃園縣桃園市南華街79號4樓,桃園,N,N
9353,華南永昌,台南市永福路2段154號4樓,赤崁,N,N
9358,華南永昌,台中縣東勢鎮三民街280號,東勢,N,N
9359,華南永昌,台北市開封街1段33號2樓,中正,N,N
9362,華南永昌,苗栗縣苗栗市中正路686號2樓,苗栗,N,N
9363,華南永昌,彰化縣彰化市陳稜路156號5樓,彰化,N,N
9364,華南永昌,台北市和平東路1段177之1號2樓(略),和平,N,N
9365,華南永昌,新北市八里區中華路2段376、378號,八里,N,N
9369,華南永昌,台北縣三重市仁愛街731號地下一樓,三重,N,N
9372,華南永昌,台北市內湖區東湖路69號2樓,內湖,N,N
9373,華南永昌,新北市新店區民權路103號、103號2樓,新店,N,N
9386,華南永昌,台東市中華路1段347號2樓,東昇,N,N
9600,富邦,台北市仁愛路4段169號2樓部分及15樓部分,富邦,Y,N
9602,富邦,彰化縣溪湖鎮興學街191號、195號(1樓及2樓),溪湖,N,N
9604,富邦,台北市北投區裕民六路2號1樓,陽明,N,N
9607,富邦,台北市羅斯福路2段9號3樓、3樓之1,古亭,N,N
9608,富邦,台東市中華路1段366號1、2樓,台東,N,N
960S,富邦綜合證券,臺北市仁愛路四段169號2樓部分(略),富邦綜合證券,Y,N
9611,富邦,台北市忠孝東路4段107號地下1樓,忠孝,N,N
9614,富邦,基隆市信一路133號1樓,基隆,N,N
9615,富邦,台北市木柵路3段96號3樓之一,木柵,N,N
9616,富邦,高雄市岡山區竹圍里22鄰中山北路178號2、3樓,岡山,N,N
9618,富邦,台北市南京西路36號3樓及3樓之1,大同,N,N
9621,富邦,花蓮縣花蓮市明心街1之16號3樓,花蓮,N,N
9622,富邦,新竹市光復路1段579號3、4樓,園區,N,N
9623,富邦,台北市許昌街17號2樓之1,台北,N,N
9624,富邦,新竹縣竹北市光明六路263號2、3、4樓,竹北,N,N
9625,富邦,新竹縣竹東鎮榮樂里14鄰惠昌街45號(略),竹東,N,N
9627,富邦,台北市內湖區成功路3段174巷8號地下1樓,內湖,N,N
9629,富邦,台北市士林區中正路122號2樓及2樓之1,士林,N,N
9634,富邦,宜蘭縣羅東鎮信義里興東路286號2樓及3樓,羅東,N,N
9636,富邦,桃園縣中壢市慈惠3街162號1樓(略),環北,N,N
9645,富邦,台北市中山區南京東路2段167號2樓之1,南京,N,N
9647,富邦,新竹市中山路8號2、3、4樓及5樓部分,新竹華信,N,N
9648,富邦,嘉義市林森西路167號,林森,N,N
9651,富邦,台北市民生東路3段138號地下1樓,民生,N,N
9652,富邦,台北市信義路4段303號2樓,世貿,N,N
9653,富邦,台北市延平北路2段69號2樓,延平,N,N
9654,富邦,新北市永和區保生路1號地下1樓部分,永和,N,N
9655,富邦,新北市板橋區文化路1段266號1樓之1,板橋,N,N
9656,富邦,高雄市九如一路551號2樓,三民,N,N
9657,富邦,苗栗縣苗栗市中正路399號2樓,苗栗,N,N
9658,富邦,台北市建國北路2段196號地下1樓,建國,N,N
9659,富邦,高雄市新興區民族二路95號(略),高雄,N,N
965K,富邦,台中市西屯區漢口路2段138號1、2樓及地下1樓,台中,N,N
965U,富邦,彰化市中山路2段349號2樓,彰化,N,N
9661,富邦,新北市新店區北新路2段252號地下1樓之5,新店,N,N
9663,富邦,台北市敦化南路1段108號地下1樓,敦南,N,N
9664,富邦,台北市天母東路36號2樓,天母,N,N
9665,富邦,桃園縣桃園市中正路476號地下1樓部分,桃園,N,N
9666,富邦,台中市五權西路2段668號之1部份,南屯,N,N
9667,富邦,台南市民生路2段279號2樓之1,台南,N,N
9668,富邦,台南市西門路4段367號5樓,小北,N,N
966F,富邦,高雄市左營區博愛二路418之1號(1樓及2樓),左營,N,N
9671,富邦,臺北市八德路3段30號1樓,八德,N,N
9672,富邦,彰化縣員林鎮莒光路五九八號,員林,N,N
9673,富邦,台北市襄陽路９號地下１樓部分,城中,N,N
9676,富邦,台北市建國南路1段237號地下1樓,仁愛,N,N
9677,富邦,新北市三重區重陽路1段66號3樓及66號3樓之1,三重,N,N
9678,富邦,台北市北投區中央北路1段2號3樓,北投,N,N
9679,富邦,臺北市仁愛路4段376號3樓,延吉,N,N
9682,富邦,桃園縣中壢市中央東路88號3樓部份,中壢,N,N
9686,富邦,宜蘭市聖後街一一八號二、三樓,宜蘭,N,N
9689,富邦,新北市板橋區忠孝路102號2樓,重慶,N,N
9692,富邦,嘉義市林森西路320號,嘉義,N,N
9693,富邦,台南縣新營市民治路301號3樓及1樓(略),新營,N,N
9694,富邦,台北市中山北路2段162號4樓,中山,N,N
9695,富邦,嘉義縣民雄鄉西安村西安路46之103號,民雄,N,N
9697,富邦,雲林縣虎尾鎮德興里1鄰公安路133號2、3樓,虎尾,N,N
969C,富邦,雲林縣北港鎮西勢里文化路40號2樓(部分),北港,N,N
9800,元大,台北市南京東路3段225號13樓及14樓,元大,Y,N
9801,元大,台北市中山區松江路139號3樓及3樓之1,松江,N,N
9805,元大,台北市中山北路7段18號4樓之1、之2,北天母,N,N
980B,元大,台北市南京東路3段225號3樓部分,復興,N,N
980C,元大,雲林縣斗六市中山路82號6樓,斗六,N,N
980D,元大,台南市開元路147號3樓之1、3樓之2,開元,N,N
980K,元大,新竹市光復路1段267號3、4樓,竹科,N,N
980Q,元大,桃園縣蘆竹鄉中正路311號3樓,南崁,N,N
980R,元大,台北市中正區南海路1號4樓,南海,N,N
980a,元大,台北市承德路3段210號2樓,承德,N,N
980d,元大,台中市沙鹿區沙田路131號5樓,沙鹿,N,N
980e,元大,台中縣清水鎮中山路170號5樓,清水,N,N
980g,元大,臺中市大雅區中清東路242號3樓,大雅,N,N
980h,元大,台北市重慶南路1段86號6樓,台北,N,N
980l,元大,雲林縣虎尾鎮林森路1段490號4樓,虎尾,N,N
980n,元大,臺中市北區中清路1段100號7樓,自由,N,N
980u,元大,臺南市中西區民生路1段165號3樓、5樓之1,府城,N,N
980w,元大,台中市西屯區西屯路2段256巷6號3樓之1,西屯,N,N
9812,元大,台中市自由路2段8號3樓之1、4樓之1,台中,N,N
9813,元大,台北市八德路3段32號3樓,八德,N,N
9814,元大,台南市西門路1段223巷20號3樓,大益,N,N
9815,元大,台南市永康區永大路2段161號,永康,N,N
9816,元大,新竹市民生路276號2樓,新竹,N,N
9817,元大,高雄市三民區九如一路73號2樓,東泰,N,N
9819,元大,桃園縣桃園市成功路1段32號9樓之1,桃園,N,N
981A,元大,新北市鶯歌區仁愛路1號8樓之2、8樓之3,鶯歌,N,N
981B,元大,新竹縣竹北市光明六路85號3樓,竹北,N,N
981C,元大,高雄市路竹區國昌路53號,路竹,N,N
981D,元大,南投縣南投市中山街202號4樓之2、之3、之5,南投,N,N
981E,元大,新北市新莊區中華路2段5號4樓,發財,N,N
981F,元大,新北市新莊區龍安路284號1樓及278巷3號2樓,福營,N,N
981G,元大,彰化縣彰化市華山路37號3樓,彰化,N,N
981I,元大,台北市士林區忠誠路2段48之1號1、2樓,天母,N,N
981J,元大,高雄市前鎮區一心二路252號3樓,高福,N,N
981K,元大,高雄縣林園鄉鳳林路1段1號2樓,林園,N,N
981L,元大,高雄市楠梓區新昌街51號地下室、1、2樓,莒光,N,N
981M,元大,苗栗縣苗栗市中正路611號4樓,苗栗,N,N
981N,元大,金門縣金城鎮民權路188號,金門,N,N
981Q,元大,台中市太平區中興東路50號3樓,太平,N,N
981R,元大,南投縣竹山鎮集山路3段919號2樓(略),竹山,N,N
981S,元大,台中市北屯區崇德路2段46之1號,崇德,N,N
981U,元大,台北市忠孝東路1段85號3樓,華山,N,N
981V,元大,嘉義縣民雄鄉保生街212號,民雄,N,N
981X,元大,台北市中正區新生南路1段148號4樓,東門,N,N
981Z,元大,屏東縣潮州鎮延平路115、117號2樓,潮州,N,N
981a,元大,台南市歸仁區中山路2段29號3樓,歸仁,N,N
981e,元大,台南市佳里區和平街83號7樓,佳里,N,N
981g,元大,台中市大里區國光路2段259號2樓,大里,N,N
981h,元大,屏東縣屏東市民生路287號5樓,屏東民生,N,N
981i,元大,雲林縣西螺鎮延平路190、192號1、2樓,西螺,N,N
981j,元大,台北市文林路342號2樓,士林,N,N
981m,元大,高雄市前金區中正四路143號4樓之2、5樓,新興,N,N
981n,元大,高雄市旗山區中山路102號2樓,旗山,N,N
981p,元大,台北市松山區南京東路5段92號2樓,松山,N,N
981q,元大,台北市萬華區西園路1段200號地下1樓,艋舺,N,N
981r,元大,屏東縣屏東市濟南街10號,屏南,N,N
981y,元大,台南市善化區大成路281號,善化,N,N
981z,元大,新竹市林森路196號2樓之3,大統,N,N
9821,元大,台北市敦化南路1段339號10樓,敦信,N,N
9822,元大,新北市土城區學府路1段25號1樓及地下1樓,土城學府,N,N
9824,元大,台中市向上路1段95號5樓之1,向上,N,N
9825,元大,台南市新營區中山路117號2樓,新營,N,N
9826,元大,台北縣板橋市東門街30之2號1樓(略),府中,N,N
9829,元大,台南縣永康市小東路511號3樓,南永康,N,N
982A,元大,宜蘭縣羅東鎮中正北路32號,羅東,N,N
982B,元大,高雄市左營區明誠二路491號地下層之1,博愛,N,N
982C,元大,高雄市新興區民族二路97號4樓,六合,N,N
982F,元大,台北市大安區忠孝東路4段300號7樓,忠孝鼎富,N,N
9831,元大,高雄市四維四路3號3樓之1、2、3,四維,N,N
9833,元大,台北市敦化南路2段71號12樓,敦化,N,N
9834,元大,桃園縣中壢市中央東路7號3、4樓,中壢,N,N
9835,元大,彰化縣員林鎮中山南路27號3樓,員林,N,N
9836,元大,台北市重慶北路1段73號2樓,重慶,N,N
9837,元大,雲林縣北港鎮文化路40號4樓,北港,N,N
9838,元大,臺中市豐原區圓環西路23號地下1樓,豐原,N,N
983B,元大,台南市林森路2段90號地下1樓,林森,N,N
983G,元大,新北市新莊區思源路173號2樓,上新莊,N,N
983J,元大,新竹市東門街75號4、5樓,新竹東門,N,N
983K,元大,台南市學甲區華宗路295號,學甲,N,N
983M,元大,台北市木柵路3段96號3樓之2,木柵,N,N
983N,元大,台北市和平東路2段347號3樓,大安,N,N
983U,元大,苗栗縣頭份鎮中華路932號3樓,頭份,N,N
983V,元大,苗栗縣竹南鎮博愛街29號4樓,竹南,N,N
983W,元大,台中市大里區德芳路1段63號2樓,大里德芳,N,N
983Z,元大,高雄市鳳山區五甲二路642號2樓,鳳山,N,N
983e,元大,台北市承德路4段318號4樓,劍潭,N,N
983f,元大,新竹縣竹東鎮大林路121號,竹東,N,N
983i,元大,台中市大雅區大雅里民興街39號3樓,大雅民興,N,N
983j,元大,台北市大安區復興南路1段237號2樓,仁愛,N,N
984B,元大,台北市忠孝東路5段510號2樓(略),松南,N,N
984C,元大,新北市新店區中正路225之1號2樓(略),新店中正,N,N
984E,元大,台北縣中和市景新街347號6樓之1,南勢角,N,N
984H,元大,台北市文山區景文街1號2樓之1,景美,N,N
984K,元大,臺北市中正區開封街1段2號3樓,館前,N,N
984U,元大,台北市延平北路2段61巷2號、6號,延平,N,N
9852,元大,台北市忠孝東路5段410號3樓(略)2,大松山,N,N
9853,元大,台中市南屯區向上路1段580號1、2樓,南屯,N,N
9854,元大,台中市北屯區文心路4段934之1號2樓,台中文心,N,N
9855,元大,嘉義市西區林森西路173號3樓,大嘉義,N,N
9856,元大,花蓮縣花蓮市國聯一路167號2樓,花蓮,N,N
9857,元大,新北市蘆洲區中山一路10號2樓、5樓,東蘆,N,N
9858,元大,桃園縣龍潭鄉神龍路39號,龍潭,N,N
9859,元大,新竹市經國路2段100號3樓,新竹經國,N,N
985B,元大,台北市中山區松江路111號9樓之1,長安,N,N
985C,元大,高雄市鳳山區中山西路105之1號1、2樓,鳳中,N,N
9862,元大,台北市南京東路3段219號2樓,南京,N,N
9863,元大,台北市和平東路1段214號2樓(略),新和平,N,N
9865,元大,台南市東區長榮路1段203號5樓之1,長榮,N,N
9866,元大,新北市樹林區博愛街91號、93號5樓,樹板,N,N
9867,元大,台北市民權東路6段160號2樓之1,北成功,N,N
9868,元大,台中市西屯區文心路3段337號3樓,水湳,N,N
9869,元大,新北市新莊區公園一路141號,新盛,N,N
986A,元大,高雄市新興區忠孝一路456號4樓,高雄七賢,N,N
986J,元大,台北市中山區中山北路2段129號2樓之2,中山,N,N
986K,元大,基隆市仁愛區孝二路86之5號,基隆孝二,N,N
9871,元大,臺北市大安區忠孝東路4段300號3樓,忠孝,N,N
9872,元大,台北市復興北路420號3樓,復北,N,N
9873,元大,台北市中正區寶慶路69號3樓,西門,N,N
9874,元大,新北市中和區中和路232號2樓、地下1樓,雙和,N,N
9875,元大,新北市土城區中央路2段165、167號1樓、2樓,土城永寧,N,N
9876,元大,高雄市前金區中正四路143號6樓之1,高雄前金,N,N
9877,元大,台北市忠誠路1段58號1樓及地下1、2樓,金天母,N,N
9878,元大,台南市中西區民生路1段165號4樓,赤崁,N,N
9879,元大,新北市板橋區三民路2段40號2樓,板橋三民,N,N
987A,元大,桃園縣楊梅市新成路125號2樓,楊梅,N,N
987D,元大,桃園縣中壢市中央西路1段120號15樓之2,新壢,N,N
9883,元大,苗栗縣頭份鎮中華路916號3樓之1,頭份中華,N,N
9884,元大,雲林縣斗六市文化路29號3樓,鎮北,N,N
9886,元大,臺北市大安區羅斯福路3段245號4樓、4樓之1,公館,N,N
9888,元大,新北市永和區永和路2段2號、8號2樓,鑫永和,N,N
9889,元大,彰化縣員林鎮大同路2段283號2樓,北員林,N,N
988B,元大,桃園縣桃園市莊敬路1段375號2樓,藝文,N,N
988C,元大,新北市三重區重新路3段111號2樓,三重,N,N
9891,元大,新北市永和區福和路139號3、4樓,永和,N,N
9892,元大,屏東市廣東路690號2樓之1、3樓,屏東,N,N
9893,元大,台北市中山北路6段126號4樓、5樓部分,大天母,N,N
9894,元大,桃園縣桃園市復興路96號2樓,北桃園,N,N
9896,元大,台南市長榮路1段203號5樓,台南,N,N
9897,元大,新北市土城區中央路1段255號2樓,土城,N,N
9898,元大,新北市新莊區新泰路246號2樓,新莊,N,N
9899,元大,新北市淡水區中正路67號2、3樓,淡水,N,N
989A,元大,台北市北投區北投路2段13號3樓,北投,N,N
989B,元大,臺中市西區臺灣大道2段489號10樓之2,台中中港,N,N
989C,元大,新北市板橋區中山路1段10號6樓,板橋,N,N
989D,元大,高雄市左營區左營大路158號3、4樓,左營,N,N
989E,元大,南投縣草屯鎮中興路88號2樓,草屯,N,N
989F,元大,高雄市三民區建工路715號2樓及717號2樓,高雄,N,N
989G,元大,台北市南京西路66號2樓,大同,N,N
989I,元大,新北市蘆洲區光華路11號2樓,蘆洲,N,N
989J,元大,彰化縣彰化市中正路1段296號,彰化民生,N,N
989L,元大,桃園市成功路1段32號9樓,成功,N,N
989N,元大,台北市內湖區成功路4段166號地下1樓(略),內湖,N,N
989P,元大,台北市敦化南路1段225號2樓、2樓之2,敦南,N,N
989Q,元大,新北市汐止區新台五路1段159號4樓,汐止,N,N
989S,元大,彰化縣鹿港鎮公園一路88號,鹿港,N,N
989U,元大,台中市大甲區民生路61號5樓,大甲,N,N
989V,元大,新北市三重區正義北路195號2樓,北三重,N,N
989W,元大,台中市豐原區豐中路13號3樓,豐原站前,N,N
989X,元大,台北市松山區民生東路5段171、171之3號1樓,民生,N,N
989Y,元大,基隆市信一路132號3樓,基隆,N,N
989Z,元大,高雄市漢民路381號8樓,小港,N,N
989a,元大,苗栗縣苑裡鎮為公路65號5樓,苑裡,N,N
989d,元大,台中市北屯區崇德路2段46之2號及46之3號,北屯,N,N
989e,元大,新北市中和區中和路102號5樓,中和,N,N
989f,元大,屏東縣東港鎮光復路1段188號1樓,東港,N,N
989g,元大,嘉義市西區林森西路173號3樓,嘉義,N,N
989i,元大,台北市內湖區港墘路104號地下樓(略),西湖,N,N
989j,元大,新北市樹林區中山路1段99號3樓,樹林,N,N
989k,元大,台北市羅斯福路3段37號2樓,古亭,N,N
989m,元大,台北市忠孝東路5段293號2樓部分,信義,N,N
989z,元大,臺北市中山區南京東路3段225號13樓,國際證券,N,N
9A00,永豐金,台北市重慶南路1段2號7樓(略),永豐金,Y,N
9A61,永豐金,高雄市鳳山區保泰路392、394、396號1、2樓,鳳山,N,N
9A68,永豐金,台中市五權西路1段257號6樓,五權,N,N
9A69,永豐金,屏東市中正路125號4樓,屏東,N,N
9A88,永豐金證券,台北市重慶南路1段2號7.8樓及18樓,永豐金證券,Y,N
9A8F,永豐金,台北市安和路2段187號地下1樓,敦南,N,N
9A90,永豐金,台北市重慶南路1段2號7、8樓及18樓,國際證券,N,N
9A91,永豐金,台北市松山路130號2樓,松山,N,N
9A92,永豐金,台北市松江路129號2樓、3樓,萬盛,N,N
