代號,證券商名稱,地址,subBroderId,MainBroder,valid
9A93,永豐金,台北市民生西路286號2樓,大稻埕,N,N
9A96,永豐金,台北市博愛路57號1樓,博愛,N,N
9A97,永豐金,新竹市中正路129號4樓、5樓,新竹,N,N
9A98,永豐金,桃園縣大園鄉大園村中山北路102號2樓(略),大園,N,N
9A99,永豐金,桃園縣中壢市延平路370號3樓、372號3樓,中壢,N,N
9A9A,永豐金,宜蘭縣羅東鎮中正路203號2、3樓,羅東,N,N
9A9B,永豐金,新北市中和區中和路370號,中和,N,N
9A9C,永豐金,彰化縣員林鎮大同路1段338號5樓,員林,N,N
9A9D,永豐金,台北市忠孝東路4段280號2樓,忠孝,N,N
9A9E,永豐金,新北市板橋區中山路1段48號3、4、5樓,板橋,N,N
9A9F,永豐金,台北市信義路三段149號4樓,安和,N,N
9A9G,永豐金,台北市忠誠路1段60號2樓及62號2樓,天母,N,N
9A9H,永豐金,新北市新莊區中港路338號,新莊,N,N
9A9J,永豐金,新北市板橋區文化路2段246號,板新,N,N
9A9K,永豐金,新北市三重區正義北路113號1、2樓,三重,N,N
9A9L,永豐金,台中市中正路478號7樓,台中,N,N
9A9M,永豐金,南投縣南投市文昌街45號1、2樓,南投,N,N
9A9N,永豐金,桃園市南平路370號3樓,桃盛,N,N
9A9P,永豐金,新竹縣竹北市縣政九路145號2樓之1(略),竹北,N,N
9A9Q,永豐金,台中市豐原區信義街67巷15號2樓,豐原,N,N
9A9R,永豐金,台北市信義路4段189號2樓、2樓之1,信義,N,N
9A9S,永豐金,台北市南京東路3段36號2樓,南京,N,N
9A9U,永豐金,台北市中山區長安東路1段23號3樓之1(略),中正,N,N
9A9V,永豐金,高雄市自立一路247號1樓、2樓（含地下室）,三民,N,N
9A9W,永豐金,台中市公益路2段72號地下1樓,南台中,N,N
9A9X,永豐金,新竹市光復路2段289號4樓,竹科,N,N
9A9Y,永豐金,新北市板橋區府中路29之2號1樓、2樓,板盛,N,N
9A9Z,永豐金,台北市民權東路3段35號1樓、37號3樓,復興,N,N
9A9a,永豐金,高雄市苓雅區中華四路100號2樓,苓雅,N,N
9A9b,永豐金,雲林縣虎尾鎮新生路136號3樓,虎尾,N,N
9A9c,永豐金,台南市永康區中華路423號2樓,永康,N,N
9A9d,永豐金,臺北市南昌路1段110號3樓,古亭,N,N
9A9e,永豐金,高雄市中正一路284號2、3樓,高雄,N,N
9A9f,永豐金,台中市市政北一路1號6樓及8樓,中盛,N,N
9A9g,永豐金,台北市內湖路1段49號1樓、2樓,內湖,N,N
9A9h,永豐金,台南市西門路1段655號4樓,台南,N,N
9A9i,永豐金,新北市新店區北新路二段252號2樓(略),新店,N,N
9A9j,永豐金,嘉義市中山路386號3樓,嘉義,N,N
9A9k,永豐金,桃園市中山路845號2樓,桃中,N,N
9A9m,永豐金,新北市板橋區文化路1段120號2樓,板南,N,N
9A9p,永豐金,台南市公園路40號2樓,府城,N,N
9A9q,永豐金,屏東縣潮州鎮延平路16號(略),潮州,N,N
9A9r,永豐金,高雄市鹽埕區五福四路178號7樓(略),鹽埕,N,N
9A9s,永豐金,彰化市民族路532號5、6樓,彰化,N,N
9A9v,永豐金,台北市光復南路102號4樓之1,光復,N,N
9A9x,永豐金,桃園市南華街77號3樓之1、3樓之2,桃園,N,N
