日期,收盤,漲跌,開盤,最高,最低,合庫,合庫-台中,合庫-台南,合庫-高雄,合庫-嘉義,合庫-基隆,合庫-鳳松,合庫-竹塹,合庫-自強,合庫-東桃園,土銀-台中,土銀-台南,土銀-高雄,土銀-嘉義,土銀-新竹,土銀-花蓮,土銀-和平,土銀-彰化,臺銀證券,臺銀-鳳山,臺銀-臺南,臺銀-民權,臺銀-新竹,臺銀-臺中,臺銀-高雄,臺銀-金山,台灣企銀,台灣企銀-九如,台灣企銀-豐原,台灣企銀-民雄,台灣企銀-建成,台灣企銀-三民,台灣企銀-北高雄,日盛,日盛-忠孝,日盛-板橋,日盛-雙和,日盛-嘉義,日盛-中壢,日盛-八德,日盛-員林,日盛-景美,日盛-新竹,日盛-板橋中山,日盛-花蓮,日盛-大墩,日盛-永康,日盛-信義,日盛-二林,日盛-新莊,日盛-斗六,日盛-中和,日盛-園區,日盛-豐原,日盛-竹北,日盛-復興,日盛-龍潭,日盛-頭份,日盛-和美,彰銀-七賢,宏遠,宏遠-台南,宏遠-館前,宏遠-新竹,港商麥格理,美林,台灣摩根士丹利,瑞士信貸,港商野村,花旗環球,新加坡商瑞銀,亞東,亞東-板橋,亞東-台南,亞東-高雄,亞東-台中,大展,富隆-長安,大慶-楊梅,大慶-泰山,大慶-富順,高橋,第一金,第一金-員林,第一金-台南,第一金-桃園,第一金-彰化,第一金-澎湖,第一金-新興,第一金-新竹,第一金-忠孝,第一金-自由,第一金-頭份,第一金-豐原,第一金-路竹,第一金-華江,永興,永興-水湳,永興-台中,日進,統一,統一-高雄,統一-敦南,統一-中壢,統一-台南,統一-台中,統一-新竹,統一-嘉義,統一-屏東,統一-基隆,統一-新台中,統一-新營,統一-彰化,統一-桃園,統一-員林,統一士林,統一-板橋,統一-三多,統一-汐止,統一-南京,統一-土城,統一-松江,統一-仁愛,元富,元富-高雄,元富-新店,元富-三重,元富-台南,元富-永和,元富-潮州,元富-大昌,元富-城中,元富-新竹,元富-信義,元富-嘉義,元富-虎尾,元富-同大,元富-宜蘭,元富-民權,元富-埔里,元富-安南,元富-板橋,元富-延平,元富-古亭,元富-中港,元富-大裕,元富-成功,元富-西松,元富-新興,元富-城東,元富-世貿,元富-文心,台中商銀,台中商銀-員林,中國信託,中國信託-忠孝,中國信託-永康,中國信託-文心,中國信託-新竹,中國信託-松江,中國信託-嘉義,中國信託-高雄,新百王,光和,光和-溪湖,光和-田中,永全,永全-八德,大昌,大昌-新竹,大昌-新店,大昌-桃園,福邦,德信,德信-和平,兆豐-嘉義,兆豐-台中,兆豐-台中港,兆豐-台南,兆豐-竹北,兆豐-三重,兆豐-景美,兆豐-來福,兆豐-虎尾,兆豐-麻豆,兆豐-新營,兆豐-天母,兆豐-桃園,兆豐-埔墘,兆豐-小港,兆豐-大同,兆豐-桃鶯,兆豐-新竹,兆豐-城中,兆豐-高雄,兆豐-中壢,兆豐-民生,兆豐-鹿港,兆豐-南門,兆豐-三民,兆豐-松德,兆豐-員林,兆豐-內湖,兆豐-寶成,致和-府前,致和-金華,致和-東門,致和-高雄,致和-崇德,豐農,北城,國票,國票-內壢,國票-南崁,國票-嘉義,國票-九鼎,國票-天祥,國票-中和,國票-敦北,國票-新化,國票-中港,國票-南京,國票-長城,國票-台中,國票-博愛,台新,台新-高雄,台新-台中,摩根大通,康和-延平,康和-台中,康和-嘉義,康和-內湖,康和-板橋,康和-仁愛,康和-高雄,康和-南崁,萬泰,中農,新光,新光-台中,新光-高雄,新光-新竹,新光-台南,聯邦-嘉義,聯邦-敦化,聯邦-雙和,陽信-石牌,玉山,玉山-雙和,玉山-新莊,玉山-高雄,玉山-土城,玉山-台南,玉山-嘉義,玉山-台大,玉山-台中,玉山-南京東路,玉山-左營,玉山-城中,玉山-桃園,玉山-新竹,玉山-大里,國泰,國泰-高雄,國泰-台中,國泰-松江,國泰-台南,國泰-桃園,國泰-新莊,國泰-忠孝,國泰-館前,國泰-板橋,法銀巴黎,香港上海匯豐,群益金鼎,群益金鼎-高盛,群益金鼎-海山,群益金鼎-民權,群益金鼎-開元,群益金鼎-經國,群益金鼎-西松,群益金鼎-屏東,群益金鼎-萬華,群益金鼎-土城,群益金鼎-五福,群益金鼎-崇德,群益金鼎-館前,群益金鼎-台中,群益金鼎-新竹,群益金鼎-彰化,群益金鼎-三民,群益金鼎-桃園,群益金鼎-中壢,群益金鼎-古亭,群益金鼎-東門,群益金鼎-南京,群益金鼎-永和,群益金鼎-建成,群益金鼎-嘉義,群益金鼎-忠孝,群益金鼎-鳳山,群益金鼎-大安,群益金鼎-大甲,群益金鼎-竹南,群益金鼎-丹鳳,群益金鼎-延平,群益金鼎-宜蘭,凱基,凱基-中港,凱基-台中,凱基-三重,凱基-高雄,凱基-永和,凱基-桃園成功,凱基-岡山,凱基-板橋,凱基-雙和,凱基-東門,凱基-站前,凱基-卦山,凱基-基隆,凱基-宜蘭,凱基-新店,凱基-大里,凱基-台東,凱基-台南,凱基-三民,凱基-三峽,凱基-天母,凱基-五股,凱基-土城,凱基-八德,凱基-幸福,凱基-東勢,凱基-城中,凱基-中山,凱基-復興,凱基-員林,凱基-竹北,凱基-永華,凱基-虎尾,凱基-大業,凱基-嘉南,凱基-科園,凱基-和平,凱基-南崁,凱基-林口,凱基-台北,凱基-竹科,凱基-竹東,凱基-三多,凱基-苗栗,凱基-永康,凱基-北門,凱基-中壢,凱基-埔墘,凱基-頭份,凱基-文心,華南永昌,華南永昌-台中,華南永昌-高雄,華南永昌-台南,華南永昌-大安,華南永昌-麻豆,華南永昌-古亭,華南永昌-嘉義,華南永昌-苑裡,華南永昌-淡水,華南永昌-林口,華南永昌-公誠,華南永昌-小港,華南永昌-忠孝,華南永昌-南京,華南永昌-鳳山,華南永昌-楠梓,華南永昌-長虹,華南永昌-世貿,華南永昌-內壢,華南永昌-竹北,華南永昌-頭份,華南永昌-敦南,華南永昌-合泰,華南永昌-桃園,華南永昌-中正,華南永昌-彰化,富邦,富邦-陽明,富邦-基隆,富邦-花蓮,富邦-園區,富邦-台北,富邦-竹北,富邦-竹東,富邦-內湖,富邦-羅東,富邦-環北,富邦-新竹華信,富邦-民生,富邦-永和,富邦-板橋,富邦-苗栗,富邦-建國,富邦-高雄,富邦-台中,富邦-彰化,富邦-新店,富邦-敦南,富邦-南屯,富邦-台南,富邦-左營,富邦-員林,富邦-仁愛,富邦-三重,富邦-延吉,富邦-嘉義,富邦-新營,富邦-虎尾,元大,元大-斗六,元大-開元,元大-竹科,元大-南崁,元大-沙鹿,元大-清水,元大-台北,元大-府城,元大-西屯,元大-台中,元大-八德,元大-大益,元大-永康,元大-新竹,元大-東泰,元大-竹北,元大-路竹,元大-南投,元大-發財,元大-福營,元大-天母,元大-莒光,元大-苗栗,元大-金門,元大-太平,元大-竹山,元大-崇德,元大-民雄,元大-歸仁,元大-佳里,元大-大里,元大-屏東民生,元大-士林,元大-新興,元大-松山,元大-屏南,元大-善化,元大-大統,元大-土城學府,元大-向上,元大-南永康,元大-博愛,元大-六合,元大-四維,元大-敦化,元大-中壢,元大-員林,元大-豐原,元大-林森,元大-上新莊,元大-木柵,元大-大安,元大-頭份,元大-竹南,元大-大里德芳,元大-鳳山,元大-竹東,元大-大雅民興,元大-仁愛,元大-新店中正,元大-景美,元大-館前,元大-大松山,元大-南屯,元大-台中文心,元大-東蘆,元大-龍潭,元大-新竹經國,元大-鳳中,元大-南京,元大-新和平,元大-北成功,元大-水湳,元大-新盛,元大-忠孝,元大-復北,元大-雙和,元大-土城永寧,元大-赤崁,元大-鑫永和,元大-北員林,元大-藝文,元大-三重,元大-永和,元大-屏東,元大-大天母,元大-北桃園,元大-台南,元大-土城,元大-新莊,元大-淡水,元大-北投,元大-台中中港,元大-左營,元大-草屯,元大-高雄,元大-大同,元大-蘆洲,元大-彰化民生,元大-成功,元大-內湖,元大-敦南,元大-汐止,元大-鹿港,元大-大甲,元大-豐原站前,元大-小港,元大-苑裡,元大-北屯,元大-中和,元大-東港,元大-嘉義,元大-樹林,元大-古亭,永豐金,永豐金-鳳山,永豐金-屏東,永豐金-敦南,永豐金-松山,永豐金-萬盛,永豐金-新竹,永豐金-大園,永豐金-中壢,永豐金-員林,永豐金-忠孝,永豐金-板橋,永豐金-天母,永豐金-新莊,永豐金-板新,永豐金-三重,永豐金-台中,永豐金-竹北,永豐金-豐原,永豐金-南京,永豐金-中正,永豐金-竹科,永豐金-板盛,永豐金-復興,永豐金-苓雅,永豐金-虎尾,永豐金-永康,永豐金-高雄,永豐金-中盛,永豐金-台南,永豐金-嘉義,永豐金-潮州,永豐金-桃園,合庫-彰化,土銀,土銀-玉里,土銀-南港,日盛-台中,日盛-木柵,日盛-南京,日盛-鳳山,日盛-樹林,日盛-文化,彰銀-台中,宏遠-桃園,宏遠-台中,宏遠-高雄,東方匯理,美商高盛,大慶-蘆洲,大慶-基隆,高橋-龍潭,高橋-內壢,第一金-光復,第一金-中壢,統一-城中,統一-三重,統一-內湖,元富-基隆,元富-松德,元富-烏日,元富-中原,元富-桃園,日茂-南投,犇亞-網路,中國信託-三重,大昌-樹林,大昌-安康,福勝,兆豐-板橋,兆豐-斗南,兆豐-東門,兆豐-公益,兆豐-永和,兆豐-忠孝,兆豐-大安,兆豐-新莊,致和,石橋,國票-北投,國票-北高雄,國票-彰化,國票-安和,國票-桃園,安泰,安泰-楠梓,康和-新竹,康和-台南,聯邦商銀,聯邦-高雄,陽信,玉山-士林,群益金鼎-敦南,群益金鼎-松山,群益金鼎-潭子,群益金鼎-板橋,群益金鼎-新莊,群益金鼎-東湖,群益金鼎-天母,群益金鼎-瑞豐,凱基-湖口,凱基-信義,凱基-松山,凱基-豐中,凱基-敦北,凱基-新豐,凱基-鳳山,凱基-內湖,凱基-大安,華南永昌-民權,富邦-岡山,富邦-桃園,富邦-宜蘭,富邦-民雄,元大-松江,元大-南海,元大-北港,元大-學甲,元大-南勢角,元大-基隆孝二,元大-西門,元大-板橋三民,元大-楊梅,元大-鎮北,元大-板橋,元大-北三重,元大-基隆,元大-信義,永豐金-博愛,永豐金-信義,永豐金-古亭,永豐金-鹽埕,土銀-士林,土銀-建國,土銀-白河,台灣企銀-台南,台灣企銀-屏東,台灣企銀-岡山,臺灣企銀-埔墘,日盛-台南,日盛-高雄,日盛-士林,日盛-三重,日盛-桃園,日盛-三峽,日盛-土城,宏遠-中和,大慶-苗栗,大慶-中壢,大慶-台中,大慶-中和,第一金-高雄,第一金-中山,第一金-大稻埕,統一-永和,統一-金門,盈溢,元富-四維,元富-林園,元富-緯城,元富-敦南,元富-草屯,元富-屏東,元富-佳里,元富-花蓮,日茂,永全-南崁,德信-中正,兆豐,兆豐-西螺,兆豐-北高雄,兆豐-南京,兆豐-岡山,致和-佳里,國票-台東,國票-中正,康和-石牌,群益金鼎-大興,群益金鼎-中港,群益金鼎-基隆,群益金鼎-南三重,群益金鼎-高雄,群益金鼎-新店,群益金鼎-內湖,凱基-市府,凱基-東港,凱基-大直,凱基-民權,凱基-內埔,凱基-汐止,凱基-屏東,凱基-長庚,凱基-士林,凱基-斗六,凱基-興隆,華南永昌-鶯歌,華南永昌-岡山,華南永昌-潮州,華南永昌-苗栗,華南永昌-東昇,富邦-台東,富邦-北港,元大-承德,元大-彰化,元大-林園,元大-東門,元大-艋舺,元大-羅東,元大-忠孝鼎富,元大-花蓮,元大-民生,永豐金-中和,永豐金-南台中,永豐金-內湖,永豐金-新店,永豐金-彰化,臺灣企銀-桃園,港商法國興業,亞東-新竹,第一金-嘉義,兆豐-彰化,國票-台南,國票-新莊,康和,群益金鼎-台南,群益金鼎-台北,華南永昌-新莊,華南永昌-東勢,元大-新營,永豐金-南投,日盛-屏東,日盛-北高雄,彰銀,大慶,第一金-台中,寶盛,永興-大墩,元富-台中,元富-中壢,元富-彰化,台中商銀-台北,致和-南京,國票-南港,康和-永和,康和-澎湖,康和-台北,群益金鼎-士林,群益金鼎-中山,凱基-新莊,華南永昌-朴子,元大-虎尾,元大-華山,元大-潮州,元大-旗山,台灣企銀-台中,台灣企銀-嘉義,台灣企銀-太平,台灣企銀-竹北,日盛-內湖,宏遠-民生,高橋-中壢,統一-宜蘭,元富-新莊,元富-吉利,光和-和美,兆豐-復興,國票-和平,安泰-大發,華南永昌-斗六,華南永昌-三重,元大-鶯歌,元大-西螺,永豐金-羅東,永豐金-桃盛,日盛-宜蘭,富隆,日茂-埔里,光和-花壇,德信-新營,康和-屏東,聯邦-三重,凱基-羅東,大慶-台南,盈溢-籬子內,大和國泰,盈溢-楠梓,致和-台北,全泰,元大寶來期貨,犇亞證券,大慶-高雄
2021-1-5,9.13,0.09,9.22,9.28,9.07,0.0,1.0,2.0,-4.0,0.0,2.0,0.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,64.0,2.0,1.0,2.0,0.0,-1.0,0.0,-4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,-2.0,-21.0,0.0,-1.0,0.0,-1.0,-2.0,0.0,-5.0,0.0,0.0,0.0,-1.0,-1.0,2.0,-1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,-74.0,0.0,-2.0,3.0,144.0,-248.0,-29.0,-3.0,-43.0,38.0,37.0,0.0,0.0,-3.0,0.0,0.0,-10.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-2.0,4.0,0.0,1.0,0.0,-2.0,3.0,0.0,1.0,0.0,0.0,16.0,1.0,2.0,1.0,0.0,-9.0,3.0,-1.0,0.0,1.0,-8.0,1.0,1.0,3.0,-10.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,-12.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,-2.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,-1.0,2.0,10.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,-7.0,1.0,0.0,1.0,0.0,3.0,0.0,2.0,-2.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,-3.0,3.0,-2.0,0.0,0.0,0.0,2.0,1.0,6.0,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,2.0,0.0,-1.0,-1.0,0.0,-1.0,0.0,13.0,1.0,0.0,0.0,-3.0,-8.0,17.0,0.0,-195.0,0.0,0.0,-11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-6.0,-12.0,1.0,12.0,-1.0,0.0,0.0,0.0,0.0,-11.0,0.0,-14.0,-3.0,2.0,-4.0,-1.0,-21.0,-1.0,1.0,2.0,1.0,5.0,29.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,-5.0,0.0,4.0,-1.0,0.0,0.0,0.0,0.0,-4.0,-1.0,-1.0,1.0,-2.0,-1.0,-10.0,1.0,0.0,1.0,0.0,-19.0,1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,0.0,-2.0,0.0,0.0,0.0,2.0,44.0,-2.0,2.0,0.0,0.0,0.0,0.0,2.0,-1.0,0.0,-1.0,0.0,12.0,-2.0,-5.0,-1.0,1.0,-4.0,-1.0,0.0,3.0,0.0,0.0,0.0,-1.0,2.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-1.0,0.0,-4.0,-3.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,11.0,9.0,0.0,1.0,2.0,0.0,1.0,3.0,0.0,-4.0,6.0,0.0,2.0,-2.0,0.0,2.0,1.0,-2.0,9.0,6.0,-6.0,2.0,1.0,2.0,-2.0,1.0,0.0,9.0,1.0,6.0,-14.0,0.0,-1.0,67.0,-2.0,0.0,8.0,0.0,-2.0,0.0,1.0,0.0,-1.0,-1.0,1.0,1.0,-1.0,0.0,0.0,1.0,-2.0,3.0,-2.0,0.0,1.0,0.0,-5.0,0.0,3.0,2.0,0.0,0.0,5.0,0.0,4.0,1.0,0.0,5.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,1.0,-1.0,4.0,0.0,0.0,-1.0,1.0,2.0,2.0,0.0,5.0,1.0,-2.0,0.0,0.0,-5.0,-1.0,0.0,2.0,0.0,0.0,1.0,2.0,17.0,3.0,1.0,6.0,0.0,-1.0,0.0,1.0,-4.0,0.0,10.0,3.0,-1.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,1.0,-2.0,-1.0,-3.0,4.0,4.0,0.0,-2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,-1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,-5.0,1.0,-1.0,0.0,0.0,0.0,-14.0,0.0,-4.0,0.0,2.0,0.0,-9.0,1.0,0.0,1.0,1.0,6.0,-2.0,1.0,0.0,2.0,0.0,10.0,-3.0,1.0,0.0,-1.0,3.0,0.0,-3.0,4.0,21.0,-3.0,0.0,1.0,-1.0,-1.0,0.0,9.0,0.0,2.0,3.0,-3.0,1.0,0.0,1.0,17.0,1.0,12.0,24.0,0.0,-5.0,0.0,-1.0,4.0,-58.0,-1.0,2.0,23.0,0.0,1.0,1.0,-7.0,0.0,-1.0,-2.0,-2.0,-8.0,-2.0,1.0,-1.0,1.0,2.0,1.0,-2.0,-19.0,1.0,6.0,-1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,-1.0,1.0,1.0,1.0,-1.0,-1.0,4.0,2.0,-1.0,0.0,1.0,1.0,-1.0,1.0,-1.0,2.0,-2.0,0.0,-1.0,-1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,-1.0,-3.0,1.0,-1.0,1.0,2.0,1.0,2.0,-1.0,1.0,1.0,4.0,-1.0,5.0,1.0,1.0,5.0,-8.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2021-1-6,8.89,0.24,9.07,9.13,8.88,3.0,2.0,-1.0,3.0,2.0,0.0,2.0,-1.0,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,31.0,5.0,7.0,1.0,0.0,-16.0,3.0,2.0,2.0,2.0,3.0,5.0,21.0,0.0,0.0,-26.0,3.0,2.0,3.0,-15.0,-2.0,14.0,4.0,5.0,27.0,5.0,0.0,2.0,11.0,0.0,1.0,-13.0,1.0,3.0,1.0,-1.0,0.0,4.0,0.0,-226.0,-3.0,1.0,-23.0,0.0,-4.0,5.0,0.0,-131.0,151.0,15.0,59.0,23.0,4.0,8.0,-3.0,0.0,0.0,0.0,-1.0,1.0,-1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,7.0,-1.0,6.0,14.0,-1.0,1.0,5.0,1.0,0.0,0.0,2.0,-12.0,11.0,1.0,2.0,1.0,7.0,1.0,-2.0,-2.0,-1.0,5.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,-3.0,1.0,3.0,3.0,-2.0,2.0,3.0,1.0,0.0,1.0,3.0,1.0,-1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,-1.0,2.0,0.0,1.0,3.0,-1.0,-5.0,0.0,1.0,-32.0,2.0,2.0,-3.0,0.0,2.0,4.0,0.0,5.0,2.0,0.0,0.0,6.0,0.0,1.0,16.0,0.0,0.0,5.0,0.0,2.0,6.0,2.0,2.0,-1.0,0.0,2.0,4.0,0.0,-20.0,-5.0,0.0,-1.0,1.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,2.0,4.0,1.0,0.0,-2.0,1.0,1.0,-1.0,5.0,1.0,1.0,0.0,-5.0,3.0,0.0,2.0,1.0,-2.0,15.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-10.0,-1.0,0.0,1.0,-7.0,30.0,1.0,5.0,-66.0,8.0,0.0,12.0,14.0,0.0,5.0,2.0,0.0,0.0,-1.0,6.0,-19.0,1.0,6.0,2.0,0.0,0.0,2.0,-8.0,5.0,3.0,9.0,2.0,0.0,7.0,0.0,0.0,2.0,3.0,14.0,1.0,6.0,1.0,-53.0,-11.0,-2.0,20.0,1.0,2.0,4.0,0.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,-11.0,10.0,0.0,-3.0,0.0,2.0,1.0,9.0,-14.0,0.0,0.0,-28.0,1.0,5.0,1.0,3.0,0.0,-2.0,0.0,3.0,1.0,-1.0,-44.0,1.0,7.0,1.0,3.0,-2.0,-5.0,11.0,3.0,5.0,3.0,5.0,-8.0,-2.0,1.0,1.0,0.0,4.0,6.0,3.0,0.0,0.0,-1.0,0.0,-26.0,1.0,-10.0,0.0,0.0,-1.0,1.0,1.0,0.0,-4.0,2.0,-6.0,1.0,5.0,-1.0,0.0,-2.0,-1.0,0.0,-2.0,2.0,-2.0,1.0,11.0,1.0,5.0,1.0,8.0,1.0,4.0,0.0,4.0,2.0,6.0,3.0,2.0,0.0,5.0,1.0,2.0,1.0,1.0,0.0,-2.0,7.0,0.0,0.0,-65.0,-4.0,0.0,0.0,1.0,0.0,0.0,0.0,-6.0,5.0,0.0,0.0,-8.0,-110.0,1.0,1.0,1.0,6.0,23.0,4.0,4.0,-1.0,1.0,0.0,4.0,-6.0,1.0,6.0,1.0,3.0,4.0,3.0,-12.0,6.0,0.0,2.0,-1.0,1.0,3.0,-4.0,1.0,-4.0,-10.0,0.0,-2.0,-12.0,1.0,0.0,9.0,0.0,2.0,2.0,0.0,1.0,0.0,-7.0,2.0,-6.0,-1.0,11.0,-1.0,2.0,0.0,0.0,-1.0,-2.0,13.0,0.0,1.0,-2.0,4.0,1.0,-4.0,-1.0,0.0,3.0,-1.0,1.0,3.0,-2.0,-2.0,-2.0,14.0,7.0,-4.0,-1.0,9.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,3.0,6.0,5.0,-1.0,0.0,3.0,0.0,2.0,1.0,3.0,8.0,-1.0,1.0,14.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,-1.0,0.0,0.0,1.0,-3.0,-1.0,0.0,-12.0,2.0,-1.0,-1.0,1.0,0.0,0.0,3.0,1.0,1.0,-2.0,4.0,4.0,7.0,3.0,4.0,4.0,2.0,1.0,0.0,40.0,8.0,2.0,5.0,3.0,13.0,0.0,0.0,36.0,-1.0,3.0,-1.0,0.0,6.0,0.0,-4.0,0.0,4.0,-119.0,-3.0,1.0,0.0,0.0,1.0,1.0,9.0,-1.0,5.0,3.0,4.0,1.0,1.0,1.0,5.0,0.0,2.0,0.0,2.0,2.0,-14.0,1.0,1.0,2.0,0.0,2.0,2.0,-2.0,2.0,-18.0,0.0,1.0,1.0,-25.0,0.0,1.0,-7.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,-13.0,11.0,0.0,13.0,0.0,-1.0,0.0,0.0,7.0,2.0,0.0,0.0,-9.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,4.0,-1.0,1.0,0.0,2.0,1.0,-1.0,1.0,0.0,-25.0,0.0,5.0,0.0,0.0,0.0,-2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,-1.0,0.0,2.0,-1.0,-6.0,12.0,1.0,-7.0,-2.0,-15.0,0.0,13.0,-3.0,1.0,-1.0,-1.0,2.0,-3.0,-1.0,0.0,1.0,0.0,0.0,1.0,-2.0,1.0,1.0,1.0,0.0,0.0,-8.0,2.0,1.0,6.0,5.0,0.0,2.0,0.0,0.0,2.0,2.0,-10.0,-28.0,6.0,2.0,1.0,1.0,4.0,1.0,5.0,-5.0,-4.0,-1.0,1.0,-1.0,1.0,1.0,1.0,2.0,5.0,19.0,4.0,2.0,2.0,1.0,0.0,1.0,0.0,-1.0,1.0,0.0,-4.0,3.0,1.0,10.0,3.0,3.0,0.0,1.0,0.0,5.0,1.0,3.0,1.0,-1.0,-2.0,1.0,4.0,1.0,8.0,20.0,-1.0,-1.0,0.0,2.0,3.0,-1.0,1.0,1.0,10.0,1.0,1.0,0.0,4.0,1.0,1.0,1.0,2.0,-1.0,0.0,4.0,0.0,0.0,3.0,2.0,-1.0,1.0,0.0,0.0,-3.0,-2.0,1.0,3.0,1.0,1.0,10.0,3.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
